accidente_tipo_1,accidente_tipo_2,mes,anio,numero_accidentes,numero_heridos,numero_muertes
auto_humano,otros,total,2008,8473.0,8795.0,306.0
auto_humano,otros,total,2009,11432.0,11908.0,342.0
auto_humano,otros,total,2010,14824.0,15290.0,456.0
auto_humano,otros,total,2011,18239.0,18841.0,571.0
auto_humano,otros,total,2012,20694.0,21387.0,623.0
auto_humano,otros,total,2013,22295.0,22926.0,697.0
auto_humano,otros,total,2014,24652.0,25376.0,689.0
auto_humano,otros,total,2015,17455.0,17997.0,446.0
auto_humano,otros,total,2016,12873.0,13308.0,335.0
auto_humano,otros,total,2017,12962.0,13317.0,346.0
auto_humano,otros,total,2018,16726.0,17322.0,334.0
auto_humano,otros,total,2019,18244.0,18822.0,361.0
auto_humano,otros,total,2020,15278.0,15757.0,288.0
auto_humano,otros,total,2021,14675.0,15088.0,333.0
auto_humano,otros,enero,2005,572.0,593.0,20.0
auto_humano,otros,enero,2006,538.0,565.0,18.0
auto_humano,otros,enero,2007,410.0,429.0,18.0
auto_humano,otros,enero,2008,440.0,445.0,28.0
auto_humano,otros,enero,2009,746.0,770.0,27.0
auto_humano,otros,enero,2010,993.0,1015.0,39.0
auto_humano,otros,enero,2011,1143.0,1184.0,44.0
auto_humano,otros,enero,2012,1385.0,1448.0,37.0
auto_humano,otros,enero,2013,1546.0,1551.0,55.0
auto_humano,otros,enero,2014,1767.0,1801.0,62.0
auto_humano,otros,enero,2015,1320.0,1359.0,44.0
auto_humano,otros,enero,2016,901.0,942.0,15.0
auto_humano,otros,enero,2017,807.0,831.0,25.0
auto_humano,otros,enero,2018,1216.0,1263.0,22.0
auto_humano,otros,enero,2019,1507.0,1541.0,39.0
auto_humano,otros,enero,2020,1321.0,1335.0,34.0
auto_humano,otros,enero,2021,980.0,1007.0,26.0
auto_humano,otros,febrero,2005,866.0,881.0,37.0
auto_humano,otros,febrero,2006,529.0,547.0,19.0
auto_humano,otros,febrero,2007,448.0,441.0,28.0
auto_humano,otros,febrero,2008,409.0,439.0,13.0
auto_humano,otros,febrero,2009,550.0,567.0,23.0
auto_humano,otros,febrero,2010,826.0,847.0,26.0
auto_humano,otros,febrero,2011,998.0,1064.0,29.0
auto_humano,otros,febrero,2012,1298.0,1336.0,43.0
auto_humano,otros,febrero,2013,1423.0,1457.0,43.0
auto_humano,otros,febrero,2014,1476.0,1516.0,47.0
auto_humano,otros,febrero,2015,1102.0,1129.0,32.0
auto_humano,otros,febrero,2016,833.0,846.0,27.0
auto_humano,otros,febrero,2017,604.0,614.0,10.0
auto_humano,otros,febrero,2018,1163.0,1192.0,30.0
auto_humano,otros,febrero,2019,1112.0,1152.0,27.0
auto_humano,otros,febrero,2020,1139.0,1181.0,14.0
auto_humano,otros,febrero,2021,969.0,998.0,16.0
auto_humano,otros,marzo,2005,1169.0,1228.0,42.0
auto_humano,otros,marzo,2006,618.0,641.0,26.0
auto_humano,otros,marzo,2007,601.0,625.0,28.0
auto_humano,otros,marzo,2008,557.0,576.0,30.0
auto_humano,otros,marzo,2009,845.0,895.0,25.0
auto_humano,otros,marzo,2010,955.0,987.0,30.0
auto_humano,otros,marzo,2011,1232.0,1269.0,32.0
auto_humano,otros,marzo,2012,1636.0,1699.0,38.0
auto_humano,otros,marzo,2013,1716.0,1756.0,51.0
auto_humano,otros,marzo,2014,1912.0,1971.0,48.0
auto_humano,otros,marzo,2015,1385.0,1420.0,34.0
auto_humano,otros,marzo,2016,1061.0,1090.0,21.0
auto_humano,otros,marzo,2017,752.0,770.0,19.0
auto_humano,otros,marzo,2018,1321.0,1385.0,24.0
auto_humano,otros,marzo,2019,1353.0,1381.0,24.0
auto_humano,otros,marzo,2020,1016.0,1031.0,18.0
auto_humano,otros,marzo,2021,1241.0,1275.0,26.0
auto_humano,otros,abril,2005,1366.0,1415.0,48.0
auto_humano,otros,abril,2006,613.0,631.0,29.0
auto_humano,otros,abril,2007,660.0,684.0,21.0
auto_humano,otros,abril,2008,610.0,642.0,18.0
auto_humano,otros,abril,2009,937.0,970.0,22.0
auto_humano,otros,abril,2010,1095.0,1119.0,21.0
auto_humano,otros,abril,2011,1385.0,1465.0,36.0
auto_humano,otros,abril,2012,1772.0,1829.0,57.0
auto_humano,otros,abril,2013,1728.0,1800.0,46.0
auto_humano,otros,abril,2014,2005.0,2045.0,51.0
auto_humano,otros,abril,2015,1459.0,1524.0,37.0
auto_humano,otros,abril,2016,1140.0,1188.0,19.0
auto_humano,otros,abril,2017,820.0,846.0,13.0
auto_humano,otros,abril,2018,1433.0,1482.0,22.0
auto_humano,otros,abril,2019,1435.0,1490.0,23.0
auto_humano,otros,abril,2020,1193.0,1231.0,22.0
auto_humano,otros,abril,2021,1318.0,1350.0,22.0
auto_humano,otros,mayo,2005,1468.0,1533.0,50.0
auto_humano,otros,mayo,2006,689.0,730.0,23.0
auto_humano,otros,mayo,2007,773.0,794.0,20.0
auto_humano,otros,mayo,2008,774.0,803.0,21.0
auto_humano,otros,mayo,2009,1037.0,1069.0,22.0
auto_humano,otros,mayo,2010,1332.0,1377.0,27.0
auto_humano,otros,mayo,2011,1635.0,1701.0,29.0
auto_humano,otros,mayo,2012,1835.0,1901.0,50.0
auto_humano,otros,mayo,2013,2010.0,2082.0,47.0
auto_humano,otros,mayo,2014,2227.0,2307.0,46.0
auto_humano,otros,mayo,2015,1534.0,1575.0,34.0
auto_humano,otros,mayo,2016,1187.0,1231.0,31.0
auto_humano,otros,mayo,2017,876.0,903.0,21.0
auto_humano,otros,mayo,2018,1468.0,1527.0,25.0
auto_humano,otros,mayo,2019,1654.0,1704.0,26.0
auto_humano,otros,mayo,2020,1364.0,1437.0,22.0
auto_humano,otros,mayo,2021,1266.0,1292.0,28.0
auto_humano,otros,junio,2005,1431.0,1472.0,55.0
auto_humano,otros,junio,2006,675.0,705.0,24.0
auto_humano,otros,junio,2007,805.0,829.0,24.0
auto_humano,otros,junio,2008,809.0,861.0,17.0
auto_humano,otros,junio,2009,1028.0,1102.0,27.0
auto_humano,otros,junio,2010,1319.0,1377.0,33.0
auto_humano,otros,junio,2011,1571.0,1627.0,45.0
auto_humano,otros,junio,2012,1866.0,1939.0,46.0
auto_humano,otros,junio,2013,1844.0,1882.0,59.0
auto_humano,otros,junio,2014,2114.0,2200.0,40.0
auto_humano,otros,junio,2015,1288.0,1327.0,31.0
auto_humano,otros,junio,2016,1051.0,1099.0,28.0
auto_humano,otros,junio,2017,880.0,892.0,29.0
auto_humano,otros,junio,2018,1474.0,1526.0,26.0
auto_humano,otros,junio,2019,1476.0,1553.0,32.0
auto_humano,otros,junio,2020,1426.0,1484.0,21.0
auto_humano,otros,junio,2021,1259.0,1301.0,16.0
auto_humano,otros,julio,2005,1487.0,1510.0,58.0
auto_humano,otros,julio,2006,639.0,672.0,30.0
auto_humano,otros,julio,2007,704.0,739.0,27.0
auto_humano,otros,julio,2008,796.0,843.0,18.0
auto_humano,otros,julio,2009,1024.0,1089.0,27.0
auto_humano,otros,julio,2010,1381.0,1416.0,50.0
auto_humano,otros,julio,2011,1600.0,1633.0,42.0
auto_humano,otros,julio,2012,1764.0,1823.0,53.0
auto_humano,otros,julio,2013,1802.0,1846.0,57.0
auto_humano,otros,julio,2014,2070.0,2141.0,54.0
auto_humano,otros,julio,2015,1901.0,1940.0,49.0
auto_humano,otros,julio,2016,1060.0,1102.0,29.0
auto_humano,otros,julio,2017,818.0,856.0,25.0
auto_humano,otros,julio,2018,1345.0,1410.0,22.0
auto_humano,otros,julio,2019,1492.0,1541.0,23.0
auto_humano,otros,julio,2020,1357.0,1401.0,21.0
auto_humano,otros,julio,2021,1232.0,1256.0,37.0
auto_humano,otros,agosto,2005,1430.0,1487.0,59.0
auto_humano,otros,agosto,2006,729.0,759.0,31.0
auto_humano,otros,agosto,2007,739.0,765.0,20.0
auto_humano,otros,agosto,2008,733.0,751.0,29.0
auto_humano,otros,agosto,2009,1041.0,1087.0,29.0
auto_humano,otros,agosto,2010,1230.0,1284.0,33.0
auto_humano,otros,agosto,2011,1528.0,1586.0,58.0
auto_humano,otros,agosto,2012,1609.0,1671.0,39.0
auto_humano,otros,agosto,2013,1895.0,1970.0,59.0
auto_humano,otros,agosto,2014,2082.0,2171.0,56.0
auto_humano,otros,agosto,2015,1758.0,1827.0,40.0
auto_humano,otros,agosto,2016,1105.0,1139.0,19.0
auto_humano,otros,agosto,2017,1134.0,1161.0,25.0
auto_humano,otros,agosto,2018,1302.0,1348.0,33.0
auto_humano,otros,agosto,2019,1454.0,1512.0,30.0
auto_humano,otros,agosto,2020,1213.0,1251.0,26.0
auto_humano,otros,agosto,2021,1081.0,1114.0,22.0
auto_humano,otros,septiembre,2005,1495.0,1533.0,74.0
auto_humano,otros,septiembre,2006,718.0,747.0,33.0
auto_humano,otros,septiembre,2007,809.0,853.0,40.0
auto_humano,otros,septiembre,2008,804.0,830.0,26.0
auto_humano,otros,septiembre,2009,1094.0,1147.0,25.0
auto_humano,otros,septiembre,2010,1369.0,1427.0,33.0
auto_humano,otros,septiembre,2011,1694.0,1727.0,65.0
auto_humano,otros,septiembre,2012,1839.0,1877.0,61.0
auto_humano,otros,septiembre,2013,1895.0,1970.0,52.0
auto_humano,otros,septiembre,2014,2193.0,2256.0,74.0
auto_humano,otros,septiembre,2015,1585.0,1664.0,28.0
auto_humano,otros,septiembre,2016,1144.0,1177.0,31.0
auto_humano,otros,septiembre,2017,1653.0,1704.0,55.0
auto_humano,otros,septiembre,2018,1441.0,1475.0,36.0
auto_humano,otros,septiembre,2019,1586.0,1639.0,25.0
auto_humano,otros,septiembre,2020,1386.0,1412.0,34.0
auto_humano,otros,septiembre,2021,1294.0,1335.0,36.0
auto_humano,otros,octubre,2005,1517.0,1539.0,70.0
auto_humano,otros,octubre,2006,785.0,809.0,32.0
auto_humano,otros,octubre,2007,857.0,875.0,30.0
auto_humano,otros,octubre,2008,888.0,914.0,38.0
auto_humano,otros,octubre,2009,1160.0,1195.0,47.0
auto_humano,otros,octubre,2010,1535.0,1594.0,48.0
auto_humano,otros,octubre,2011,1846.0,1891.0,69.0
auto_humano,otros,octubre,2012,1922.0,1957.0,80.0
auto_humano,otros,octubre,2013,2159.0,2226.0,72.0
auto_humano,otros,octubre,2014,2345.0,2406.0,69.0
auto_humano,otros,octubre,2015,1861.0,1900.0,50.0
auto_humano,otros,octubre,2016,1200.0,1234.0,34.0
auto_humano,otros,octubre,2017,1580.0,1631.0,46.0
auto_humano,otros,octubre,2018,1545.0,1594.0,28.0
auto_humano,otros,octubre,2019,1800.0,1851.0,41.0
auto_humano,otros,octubre,2020,1443.0,1505.0,27.0
auto_humano,otros,octubre,2021,1341.0,1393.0,27.0
auto_humano,otros,noviembre,2005,1509.0,1557.0,61.0
auto_humano,otros,noviembre,2006,749.0,776.0,31.0
auto_humano,otros,noviembre,2007,751.0,772.0,27.0
auto_humano,otros,noviembre,2008,808.0,829.0,32.0
auto_humano,otros,noviembre,2009,976.0,1000.0,35.0
auto_humano,otros,noviembre,2010,1423.0,1451.0,62.0
auto_humano,otros,noviembre,2011,1845.0,1895.0,60.0
auto_humano,otros,noviembre,2012,1966.0,2018.0,62.0
auto_humano,otros,noviembre,2013,2231.0,2291.0,77.0
auto_humano,otros,noviembre,2014,2231.0,2281.0,70.0
auto_humano,otros,noviembre,2015,1401.0,1453.0,36.0
auto_humano,otros,noviembre,2016,1084.0,1132.0,36.0
auto_humano,otros,noviembre,2017,1534.0,1571.0,35.0
auto_humano,otros,noviembre,2018,1516.0,1567.0,33.0
auto_humano,otros,noviembre,2019,1730.0,1771.0,36.0
auto_humano,otros,noviembre,2020,1376.0,1411.0,27.0
auto_humano,otros,noviembre,2021,1410.0,1443.0,39.0
auto_humano,otros,diciembre,2005,1305.0,1362.0,54.0
auto_humano,otros,diciembre,2006,786.0,812.0,34.0
auto_humano,otros,diciembre,2007,704.0,742.0,23.0
auto_humano,otros,diciembre,2008,845.0,862.0,36.0
auto_humano,otros,diciembre,2009,994.0,1017.0,33.0
auto_humano,otros,diciembre,2010,1366.0,1396.0,54.0
auto_humano,otros,diciembre,2011,1762.0,1799.0,62.0
auto_humano,otros,diciembre,2012,1802.0,1889.0,57.0
auto_humano,otros,diciembre,2013,2046.0,2095.0,79.0
auto_humano,otros,diciembre,2014,2230.0,2281.0,72.0
auto_humano,otros,diciembre,2015,861.0,879.0,31.0
auto_humano,otros,diciembre,2016,1107.0,1128.0,45.0
auto_humano,otros,diciembre,2017,1504.0,1538.0,43.0
auto_humano,otros,diciembre,2018,1502.0,1553.0,33.0
auto_humano,otros,diciembre,2019,1645.0,1687.0,35.0
auto_humano,otros,diciembre,2020,1044.0,1078.0,22.0
auto_humano,otros,diciembre,2021,1284.0,1324.0,38.0
auto_auto,colision,total,2005,69641.0,120446.0,1292.0
auto_auto,colision,total,2006,85456.0,144599.0,1509.0
auto_auto,colision,total,2007,90866.0,153198.0,1573.0
auto_auto,colision,total,2008,94527.0,157480.0,1635.0
auto_auto,colision,total,2009,102001.0,168486.0,1489.0
auto_auto,colision,total,2010,96270.0,160523.0,1417.0
auto_auto,colision,total,2011,84822.0,141141.0,1199.0
auto_auto,colision,total,2012,75305.0,126159.0,1108.0
auto_auto,colision,total,2013,67136.0,111965.0,872.0
auto_auto,colision,total,2014,62775.0,103387.0,814.0
auto_auto,colision,total,2015,79986.0,130605.0,959.0
auto_auto,colision,total,2016,92895.0,150970.0,992.0
auto_auto,colision,total,2017,90951.0,146540.0,1006.0
auto_auto,colision,total,2018,85305.0,135917.0,781.0
auto_auto,colision,total,2019,93914.0,149548.0,769.0
auto_auto,colision,total,2020,85489.0,132932.0,626.0
auto_auto,colision,total,2021,83093.0,125806.0,611.0
auto_auto,colision,enero,2005,5324.0,9604.0,95.0
auto_auto,colision,enero,2006,6056.0,10691.0,98.0
auto_auto,colision,enero,2007,6623.0,11392.0,111.0
auto_auto,colision,enero,2008,6671.0,11476.0,114.0
auto_auto,colision,enero,2009,7178.0,12760.0,95.0
auto_auto,colision,enero,2010,7322.0,12960.0,84.0
auto_auto,colision,enero,2011,6622.0,11223.0,84.0
auto_auto,colision,enero,2012,6037.0,10403.0,73.0
auto_auto,colision,enero,2013,4972.0,8632.0,52.0
auto_auto,colision,enero,2014,4642.0,7853.0,51.0
auto_auto,colision,enero,2015,5313.0,9039.0,59.0
auto_auto,colision,enero,2016,7095.0,11891.0,70.0
auto_auto,colision,enero,2017,7028.0,11889.0,81.0
auto_auto,colision,enero,2018,6327.0,10198.0,52.0
auto_auto,colision,enero,2019,6288.0,9902.0,55.0
auto_auto,colision,enero,2020,6865.0,11082.0,39.0
auto_auto,colision,enero,2021,5993.0,9141.0,37.0
auto_auto,colision,febrero,2005,4470.0,7845.0,82.0
auto_auto,colision,febrero,2006,5760.0,9925.0,90.0
auto_auto,colision,febrero,2007,6440.0,11085.0,100.0
auto_auto,colision,febrero,2008,6508.0,11495.0,114.0
auto_auto,colision,febrero,2009,6851.0,11534.0,86.0
auto_auto,colision,febrero,2010,6903.0,11880.0,106.0
auto_auto,colision,febrero,2011,5822.0,10137.0,78.0
auto_auto,colision,febrero,2012,5911.0,10031.0,75.0
auto_auto,colision,febrero,2013,4539.0,7872.0,47.0
auto_auto,colision,febrero,2014,4151.0,7077.0,67.0
auto_auto,colision,febrero,2015,4998.0,8279.0,46.0
auto_auto,colision,febrero,2016,6511.0,10902.0,66.0
auto_auto,colision,febrero,2017,6438.0,10578.0,62.0
auto_auto,colision,febrero,2018,6235.0,10211.0,53.0
auto_auto,colision,febrero,2019,6095.0,10053.0,46.0
auto_auto,colision,febrero,2020,6650.0,10368.0,40.0
auto_auto,colision,febrero,2021,6040.0,9292.0,46.0
auto_auto,colision,marzo,2005,5412.0,9121.0,96.0
auto_auto,colision,marzo,2006,6743.0,11195.0,98.0
auto_auto,colision,marzo,2007,8034.0,13500.0,108.0
auto_auto,colision,marzo,2008,7430.0,12405.0,140.0
auto_auto,colision,marzo,2009,8085.0,13212.0,127.0
auto_auto,colision,marzo,2010,7734.0,12874.0,99.0
auto_auto,colision,marzo,2011,7045.0,11409.0,87.0
auto_auto,colision,marzo,2012,6320.0,10604.0,87.0
auto_auto,colision,marzo,2013,5579.0,9266.0,61.0
auto_auto,colision,marzo,2014,5262.0,8612.0,71.0
auto_auto,colision,marzo,2015,6190.0,9998.0,66.0
auto_auto,colision,marzo,2016,7586.0,12180.0,70.0
auto_auto,colision,marzo,2017,7649.0,12193.0,84.0
auto_auto,colision,marzo,2018,6674.0,10626.0,70.0
auto_auto,colision,marzo,2019,7679.0,12114.0,61.0
auto_auto,colision,marzo,2020,6396.0,9919.0,70.0
auto_auto,colision,marzo,2021,6852.0,10314.0,40.0
auto_auto,colision,abril,2005,5733.0,9872.0,108.0
auto_auto,colision,abril,2006,7154.0,12119.0,107.0
auto_auto,colision,abril,2007,7880.0,13239.0,125.0
auto_auto,colision,abril,2008,7641.0,12742.0,152.0
auto_auto,colision,abril,2009,8478.0,13849.0,119.0
auto_auto,colision,abril,2010,8093.0,13234.0,128.0
auto_auto,colision,abril,2011,7310.0,12095.0,100.0
auto_auto,colision,abril,2012,6740.0,11186.0,111.0
auto_auto,colision,abril,2013,5886.0,9908.0,60.0
auto_auto,colision,abril,2014,5278.0,8582.0,50.0
auto_auto,colision,abril,2015,6530.0,10589.0,83.0
auto_auto,colision,abril,2016,8248.0,13411.0,82.0
auto_auto,colision,abril,2017,7888.0,12694.0,89.0
auto_auto,colision,abril,2018,7128.0,11351.0,66.0
auto_auto,colision,abril,2019,8009.0,12766.0,77.0
auto_auto,colision,abril,2020,6910.0,10686.0,43.0
auto_auto,colision,abril,2021,7287.0,11010.0,45.0
auto_auto,colision,mayo,2005,6162.0,10405.0,117.0
auto_auto,colision,mayo,2006,7520.0,12787.0,138.0
auto_auto,colision,mayo,2007,8310.0,13862.0,146.0
auto_auto,colision,mayo,2008,8638.0,14583.0,149.0
auto_auto,colision,mayo,2009,8767.0,14645.0,154.0
auto_auto,colision,mayo,2010,8698.0,14330.0,135.0
auto_auto,colision,mayo,2011,7681.0,12904.0,105.0
auto_auto,colision,mayo,2012,6819.0,11358.0,110.0
auto_auto,colision,mayo,2013,6419.0,10658.0,80.0
auto_auto,colision,mayo,2014,5776.0,9479.0,76.0
auto_auto,colision,mayo,2015,6905.0,11376.0,92.0
auto_auto,colision,mayo,2016,8245.0,13181.0,86.0
auto_auto,colision,mayo,2017,8404.0,13479.0,96.0
auto_auto,colision,mayo,2018,7456.0,11959.0,81.0
auto_auto,colision,mayo,2019,8721.0,13873.0,86.0
auto_auto,colision,mayo,2020,7532.0,11846.0,54.0
auto_auto,colision,mayo,2021,7071.0,10812.0,52.0
auto_auto,colision,junio,2005,5816.0,9804.0,104.0
auto_auto,colision,junio,2006,6911.0,11359.0,124.0
auto_auto,colision,junio,2007,7697.0,12910.0,138.0
auto_auto,colision,junio,2008,8138.0,13244.0,130.0
auto_auto,colision,junio,2009,8474.0,13452.0,106.0
auto_auto,colision,junio,2010,8026.0,12736.0,139.0
auto_auto,colision,junio,2011,7055.0,11814.0,102.0
auto_auto,colision,junio,2012,6404.0,10410.0,121.0
auto_auto,colision,junio,2013,5905.0,9612.0,86.0
auto_auto,colision,junio,2014,5313.0,8691.0,75.0
auto_auto,colision,junio,2015,6203.0,9698.0,92.0
auto_auto,colision,junio,2016,7856.0,12601.0,80.0
auto_auto,colision,junio,2017,8128.0,12837.0,81.0
auto_auto,colision,junio,2018,7299.0,11558.0,56.0
auto_auto,colision,junio,2019,7987.0,12876.0,67.0
auto_auto,colision,junio,2020,7920.0,12359.0,53.0
auto_auto,colision,junio,2021,7353.0,11146.0,53.0
auto_auto,colision,julio,2005,6044.0,10464.0,127.0
auto_auto,colision,julio,2006,7396.0,12621.0,148.0
auto_auto,colision,julio,2007,7727.0,13136.0,139.0
auto_auto,colision,julio,2008,8722.0,14470.0,117.0
auto_auto,colision,julio,2009,8909.0,14763.0,127.0
auto_auto,colision,julio,2010,8098.0,13508.0,101.0
auto_auto,colision,julio,2011,7287.0,12031.0,115.0
auto_auto,colision,julio,2012,6575.0,10949.0,86.0
auto_auto,colision,julio,2013,5982.0,10042.0,98.0
auto_auto,colision,julio,2014,5673.0,9171.0,73.0
auto_auto,colision,julio,2015,6283.0,10179.0,77.0
auto_auto,colision,julio,2016,8281.0,13601.0,109.0
auto_auto,colision,julio,2017,8366.0,13581.0,93.0
auto_auto,colision,julio,2018,7601.0,12110.0,69.0
auto_auto,colision,julio,2019,8048.0,12702.0,58.0
auto_auto,colision,julio,2020,7358.0,11564.0,47.0
auto_auto,colision,julio,2021,7657.0,11599.0,56.0
auto_auto,colision,agosto,2005,6362.0,11317.0,128.0
auto_auto,colision,agosto,2006,7780.0,13487.0,137.0
auto_auto,colision,agosto,2007,7847.0,13567.0,146.0
auto_auto,colision,agosto,2008,8218.0,13767.0,164.0
auto_auto,colision,agosto,2009,8941.0,15120.0,137.0
auto_auto,colision,agosto,2010,8417.0,14429.0,103.0
auto_auto,colision,agosto,2011,7380.0,12539.0,103.0
auto_auto,colision,agosto,2012,6131.0,10440.0,101.0
auto_auto,colision,agosto,2013,5941.0,10046.0,79.0
auto_auto,colision,agosto,2014,5542.0,9335.0,72.0
auto_auto,colision,agosto,2015,6221.0,10282.0,84.0
auto_auto,colision,agosto,2016,8001.0,13106.0,75.0
auto_auto,colision,agosto,2017,8349.0,13457.0,103.0
auto_auto,colision,agosto,2018,7460.0,12083.0,80.0
auto_auto,colision,agosto,2019,8441.0,13494.0,66.0
auto_auto,colision,agosto,2020,7180.0,11448.0,61.0
auto_auto,colision,agosto,2021,6770.0,10316.0,54.0
auto_auto,colision,septiembre,2005,5924.0,10298.0,124.0
auto_auto,colision,septiembre,2006,7667.0,12617.0,150.0
auto_auto,colision,septiembre,2007,7628.0,13024.0,119.0
auto_auto,colision,septiembre,2008,7787.0,12715.0,136.0
auto_auto,colision,septiembre,2009,9241.0,14652.0,134.0
auto_auto,colision,septiembre,2010,8004.0,13493.0,106.0
auto_auto,colision,septiembre,2011,7021.0,11537.0,116.0
auto_auto,colision,septiembre,2012,6295.0,10454.0,89.0
auto_auto,colision,septiembre,2013,5347.0,8650.0,88.0
auto_auto,colision,septiembre,2014,5241.0,8542.0,77.0
auto_auto,colision,septiembre,2015,7048.0,11287.0,92.0
auto_auto,colision,septiembre,2016,7453.0,12022.0,86.0
auto_auto,colision,septiembre,2017,8055.0,12647.0,100.0
auto_auto,colision,septiembre,2018,7231.0,11748.0,72.0
auto_auto,colision,septiembre,2019,7817.0,12609.0,67.0
auto_auto,colision,septiembre,2020,7219.0,10891.0,60.0
auto_auto,colision,septiembre,2021,6980.0,10515.0,43.0
auto_auto,colision,octubre,2005,6244.0,10822.0,112.0
auto_auto,colision,octubre,2006,7557.0,12970.0,136.0
auto_auto,colision,octubre,2007,7956.0,13142.0,172.0
auto_auto,colision,octubre,2008,8592.0,13817.0,171.0
auto_auto,colision,octubre,2009,9394.0,15236.0,149.0
auto_auto,colision,octubre,2010,9050.0,14880.0,164.0
auto_auto,colision,octubre,2011,7524.0,12382.0,102.0
auto_auto,colision,octubre,2012,6392.0,10453.0,105.0
auto_auto,colision,octubre,2013,5996.0,9750.0,78.0
auto_auto,colision,octubre,2014,5680.0,9306.0,72.0
auto_auto,colision,octubre,2015,7033.0,11335.0,111.0
auto_auto,colision,octubre,2016,8171.0,13101.0,97.0
auto_auto,colision,octubre,2017,7003.0,11506.0,82.0
auto_auto,colision,octubre,2018,7579.0,11743.0,66.0
auto_auto,colision,octubre,2019,8743.0,13722.0,73.0
auto_auto,colision,octubre,2020,7720.0,11940.0,60.0
auto_auto,colision,octubre,2021,7285.0,11007.0,61.0
auto_auto,colision,noviembre,2005,6182.0,10424.0,103.0
auto_auto,colision,noviembre,2006,7848.0,12926.0,162.0
auto_auto,colision,noviembre,2007,7521.0,12325.0,140.0
auto_auto,colision,noviembre,2008,8354.0,13782.0,136.0
auto_auto,colision,noviembre,2009,8842.0,14420.0,136.0
auto_auto,colision,noviembre,2010,8359.0,13452.0,136.0
auto_auto,colision,noviembre,2011,7213.0,11830.0,97.0
auto_auto,colision,noviembre,2012,6357.0,10593.0,84.0
auto_auto,colision,noviembre,2013,5548.0,8998.0,70.0
auto_auto,colision,noviembre,2014,5359.0,8658.0,78.0
auto_auto,colision,noviembre,2015,7655.0,12507.0,70.0
auto_auto,colision,noviembre,2016,7977.0,12783.0,98.0
auto_auto,colision,noviembre,2017,7198.0,11316.0,61.0
auto_auto,colision,noviembre,2018,7361.0,11452.0,59.0
auto_auto,colision,noviembre,2019,8435.0,13274.0,57.0
auto_auto,colision,noviembre,2020,7314.0,11191.0,52.0
auto_auto,colision,noviembre,2021,7198.0,10891.0,67.0
auto_auto,colision,diciembre,2005,5968.0,10470.0,96.0
auto_auto,colision,diciembre,2006,7064.0,11902.0,121.0
auto_auto,colision,diciembre,2007,7203.0,12016.0,129.0
auto_auto,colision,diciembre,2008,7828.0,12984.0,112.0
auto_auto,colision,diciembre,2009,8841.0,14843.0,119.0
auto_auto,colision,diciembre,2010,7566.0,12747.0,116.0
auto_auto,colision,diciembre,2011,6862.0,11240.0,110.0
auto_auto,colision,diciembre,2012,5324.0,9278.0,66.0
auto_auto,colision,diciembre,2013,5022.0,8531.0,73.0
auto_auto,colision,diciembre,2014,4858.0,8081.0,52.0
auto_auto,colision,diciembre,2015,9607.0,16036.0,87.0
auto_auto,colision,diciembre,2016,7471.0,12191.0,73.0
auto_auto,colision,diciembre,2017,6445.0,10363.0,74.0
auto_auto,colision,diciembre,2018,6954.0,10878.0,57.0
auto_auto,colision,diciembre,2019,7651.0,12163.0,56.0
auto_auto,colision,diciembre,2020,6425.0,9638.0,47.0
auto_auto,colision,diciembre,2021,6607.0,9763.0,57.0
auto_auto,colision_trasera,total,2005,-,-,-
auto_auto,colision_trasera,total,2006,-,-,-
auto_auto,colision_trasera,total,2007,-,-,-
auto_auto,colision_trasera,total,2008,-,-,-
auto_auto,colision_trasera,total,2009,-,-,-
auto_auto,colision_trasera,total,2010,-,-,-
auto_auto,colision_trasera,total,2011,-,-,-
auto_auto,colision_trasera,total,2012,-,-,-
auto_auto,colision_trasera,total,2013,-,-,-
auto_auto,colision_trasera,total,2014,-,-,-
auto_auto,colision_trasera,total,2015,-,-,-
auto_auto,colision_trasera,total,2016,-,-,-
auto_auto,colision_trasera,total,2017,35560.0,67513.0,439.0
auto_auto,colision_trasera,total,2018,36615.0,69144.0,404.0
auto_auto,colision_trasera,total,2019,34981.0,66448.0,379.0
auto_auto,colision_trasera,total,2020,32993.0,59441.0,370.0
auto_auto,colision_trasera,total,2021,32717.0,57423.0,379.0
auto_auto,colision_trasera,enero,2005,-,-,-
auto_auto,colision_trasera,enero,2006,-,-,-
auto_auto,colision_trasera,enero,2007,-,-,-
auto_auto,colision_trasera,enero,2008,-,-,-
auto_auto,colision_trasera,enero,2009,-,-,-
auto_auto,colision_trasera,enero,2010,-,-,-
auto_auto,colision_trasera,enero,2011,-,-,-
auto_auto,colision_trasera,enero,2012,-,-,-
auto_auto,colision_trasera,enero,2013,-,-,-
auto_auto,colision_trasera,enero,2014,-,-,-
auto_auto,colision_trasera,enero,2015,-,-,-
auto_auto,colision_trasera,enero,2016,-,-,-
auto_auto,colision_trasera,enero,2017,3068.0,5920.0,32.0
auto_auto,colision_trasera,enero,2018,3315.0,6185.0,37.0
auto_auto,colision_trasera,enero,2019,2485.0,4668.0,29.0
auto_auto,colision_trasera,enero,2020,2518.0,4783.0,34.0
auto_auto,colision_trasera,enero,2021,2675.0,4584.0,28.0
auto_auto,colision_trasera,febrero,2005,-,-,-
auto_auto,colision_trasera,febrero,2006,-,-,-
